State,Sample Year,Sample Month,NO2 Units,Average of NO2 Mean,O3 Units,Average of O3 Mean,SO2 Units,Average of SO2 Mean,CO Units,Average of CO Mean
Maine,2011,10,Parts per billion,4.783000214,Parts per million,0.018401071,Parts per billion,0.488923268,Parts per million,0.17480233
Maine,2011,11,Parts per billion,7.599732933,Parts per million,0.0200503,Parts per billion,0.663183692,Parts per million,0.288017867
Maine,2011,12,Parts per billion,7.674411932,Parts per million,0.018913153,Parts per billion,0.902913186,Parts per million,0.336813381
Maryland,2011,1,Parts per billion,19.17917245,Parts per million,0.015875968,Parts per billion,3.751947323,Parts per million,0.407075903
Maryland,2011,2,Parts per billion,17.41183182,Parts per million,0.022982036,Parts per billion,2.792716625,Parts per million,0.418204339
Maryland,2011,3,Parts per billion,11.77503926,Parts per million,0.029632593,Parts per billion,2.028220185,Parts per million,0.32415113
Maryland,2011,4,Parts per billion,8.901253621,Parts per million,0.031864621,Parts per billion,0.870097931,Parts per million,0.169819534
Maryland,2011,5,Parts per billion,7.938593613,Parts per million,0.035074516,Parts per billion,1.855303242,Parts per million,0.179762548
Maryland,2011,6,Parts per billion,10.2723354,Parts per million,0.0403431,Parts per billion,1.944067733,Parts per million,0.1823545
Maryland,2011,7,Parts per billion,10.10552267,Parts per million,0.04314281,Parts per billion,1.998443833,Parts per million,0.190297857
Maryland,2011,8,Parts per billion,9.930602077,Parts per million,0.034067846,Parts per billion,1.931223827,Parts per million,0.198411385
Maryland,2011,9,Parts per billion,11.27697278,Parts per million,0.023097111,Parts per billion,1.084881833,Parts per million,0.208817333
Maryland,2011,10,Parts per billion,12.26515142,Parts per million,0.017002583,Parts per billion,1.553278125,Parts per million,0.285284542
Maryland,2011,11,Parts per billion,16.4422303,Parts per million,0.013628148,Parts per billion,1.595898037,Parts per million,0.490388333
Maryland,2011,12,Parts per billion,17.6793914,Parts per million,0.009920533,Parts per billion,1.580072283,Parts per million,0.463924733
Massachusetts,2011,1,Parts per billion,26.62211471,Parts per million,0.013836355,Parts per billion,3.830132194,Parts per million,0.382896387
Massachusetts,2011,2,Parts per billion,24.91921771,Parts per million,0.018889857,Parts per billion,3.294552571,Parts per million,0.339265786
Massachusetts,2011,3,Parts per billion,17.21468613,Parts per million,0.025254065,Parts per billion,1.609001516,Parts per million,0.271625935
Massachusetts,2011,4,Parts per billion,15.83490563,Parts per million,0.027509267,Parts per billion,1.37592685,Parts per million,0.260490317
Massachusetts,2011,5,Parts per billion,13.92447674,Parts per million,0.02245029,Parts per billion,1.067695032,Parts per million,0.243266613
Massachusetts,2011,6,Parts per billion,15.52453747,Parts per million,0.025436867,Parts per billion,0.903169467,Parts per million,0.252953067
Massachusetts,2011,7,Parts per billion,14.37791716,Parts per million,0.03056329,Parts per billion,0.293801371,Parts per million,0.256793935
Massachusetts,2011,8,Parts per billion,15.47217729,Parts per million,0.024033645,Parts per billion,0.087274806,Parts per million,0.241213387
Massachusetts,2011,9,Parts per billion,15.4354333,Parts per million,0.017788867,Parts per billion,0.247428733,Parts per million,0.24926895
